,price,weight,product_list,maker,brand,rating,review_cnt,foodtexture,id
882,34.79,9.75,"wysong epigen salmon formula grain-free canned  dog,cat & ferret food",Wysong,Wysong,4.4,8.0,pate,83380
883,30.96,8.25,health extension duck entree with sweet potatoes grain-free ,Health Extension,Health Extension,4.3,11.0,pate,71332
884,21.96,4.125,halo chicken & chickpea recipe grain-free small breed ,Halo,Halo,4.3,18.0,shredded,53553
885,18.99,0.825,blue buffalo roast turkey dinner with wild rice & peas dog food trays,Blue Buffalo,Blue Buffalo,4.0,1.0,stew,114305
886,8.99,3.5,"pedigree choice cuts in gravy beef,noodles & vegetables flavor in sauce wet dog food",Pedigree,Pedigree,5.0,1.0,chunks in gravy,114166
887,16.80,5.25,cesar home delights harvest potluck with turkey dog food trays,Cesar,Cesar,3.4,5.0,pate,109806
888,16.80,5.25,cesar savory delights porterhouse steak dog food trays,Cesar,Cesar,5.0,3.0,pate,86053
889,38.64,5.25,nutro ultra protein boost chicken pate dog food trays,Nutro Ultra,Nutro,5.0,2.0,pate,84677
890,37.89,9.0,evanger's grain-free beef canned dog & cat food,Evanger's,Evanger's,4.0,20.0,pate,52618
891,47.63,9.0,evanger's grain-free duck canned dog & cat food,Evanger's,Evanger's,3.8,19.0,pate,52616
892,23.16,0.825,pedigree choice cuts in gravy with beef & liver ,Pedigree,Pedigree,,,chunks in gravy,114212
893,18.05,2.625,canidae grain-free pure petite fricassee style dinner with turkey & green beans in sauce small breed dog food trays,CANIDAE,CANIDAE,5.0,2.0,chunks in gravy,108456
894,26.99,9.375,blue buffalo chunky stew lamb dinner in hearty gravy grain-free ,Blue Buffalo,Blue Buffalo,4.8,6.0,stew,75698
895,14.88,0.825,"pedigree homestyle meals  roasted chicken,rice & vegetable flavor in gravy ",Pedigree,Pedigree,5.0,1.0,chunks in gravy,114382
896,28.99,9.75,"dave's pet food stewlicious grain-free chunky turkey,sweet potato & cranberry stew ",Dave's Pet Food,Dave's Pet Food,5.0,2.0,stew,99501
897,16.80,5.25,cesar puppy with lamb & rice dog food trays,Cesar,Cesar,5.0,11.0,pate,86070
898,26.99,9.375,blue buffalo chunky stew chicken dinner in hearty gravy grain-free ,Blue Buffalo,Blue Buffalo,4.0,4.0,stew,75696
899,39.48,9.75,petkind tripett green beef tripe & venison grain-free ,PetKind,PetKind,4.8,31.0,pate,59465
900,29.69,9.375,hill's ideal balance slow-cooked beef & zucchini stew ,Hill's Ideal Balance,Hill's,5.0,2.0,stew,94024
901,26.99,9.375,blue buffalo chunky stew turkey dinner in hearty gravy grain-free ,Blue Buffalo,Blue Buffalo,4.9,7.0,stew,75701
902,16.80,5.25,cesar classics pate with chicken & beef dog food trays,Cesar,Cesar,5.0,1.0,pate,86047
903,16.80,5.25,cesar home delights pot roast dog food trays,Cesar,Cesar,4.8,8.0,chunks in gravy,86031
904,49.72,0.825,royal canin veterinary diet weight control ,Royal Canin Veterinary Diet,Royal Canin,3.4,5.0,pate,65215
905,32.64,0.825,instinct by nature's variety grain-free duck formula ,Instinct,Instinct,4.6,24.0,pate,59705
906,35.28,9.899999999999999,nature's logic sardine feast grain-free ,Nature's Logic,Nature's Logic,4.7,17.0,minced,54308
907,24.19,9.899999999999999,hi-tor veterinary select eno diet ,HI-TOR,HI-TOR,4.4,9.0,pate,51038
908,60.12,0.825,ziwi peak lamb recipe ,Ziwi,Ziwi,4.6,18.0,pate,114613
909,33.96,9.600000000000001,party animal cocolicious wild caught salmon & pork recipe grain-free ,Party Animal,Party Animal,5.0,4.0,pate,88831
910,36.99,8.25,blue buffalo homestyle recipe toy breed chicken dinner ,Blue Buffalo,Blue Buffalo,4.4,16.0,pate,85000
911,10.80,0.825,purina bella with turkey in savory juices small breed dog food trays,Purina Bella,Purina,4.2,5.0,pate,111047
912,32.83,9.75,gentle giants canine nutrition 90% beef grain-free ,Gentle Giants,Gentle Giants,5.0,1.0,pate,106369
913,37.08,9.149999999999999,firstmate chicken formula limited ingredient grain-free ,FirstMate,FirstMate,5.0,7.0,pate,88466
914,32.89,9.75,"wysong epigen beef formula grain-free canned  dog,cat & ferret food",Wysong,Wysong,4.7,16.0,pate,83371
915,18.72,2.625,merrick lil' plates grain-free rascally rabbit stew dog food trays,Merrick,Merrick,4.9,11.0,stew,102378
916,26.28,9.75,dave's pet food 95% premium meats grain-free beef & chicken recipe ,Dave's Pet Food,Dave's Pet Food,4.1,16.0,pate,74894
917,20.28,9.75,dave's pet food naturally healthy joint formula ,Dave's Pet Food,Dave's Pet Food,4.0,4.0,pate,66605
918,9.44,0.825,pedigree chopped meaty ground dinner with hearty chicken wet dog food,Pedigree,Pedigree,,,minced,114365
919,58.99,9.0,"wellness core chunky centers with chicken,chicken liver & spinach grain-free wet dog food",Wellness,Wellness,4.8,13.0,"pate, chunks in gravy",87670
920,28.33,6.0,natural balance delectable delights pawpaya pilaf stew wet dog food,Natural Balance,Natural Balance,4.7,7.0,stew,52477
921,30.50,9.524999999999999,castor & pollux organix organic turkey & vegetable recipe adult ,Castor & Pollux,Castor & Pollux,4.1,11.0,pate,49807
922,30.00,0.825,"solid gold fit & fabulous chicken,sweet potato & green bean weight control recipe grain-free ",Solid Gold,Solid Gold,,,pate,133727
923,18.05,2.625,canidae grain-free pure petite bolognese style dinner with beef & carrots in broth small breed dog food trays,CANIDAE,CANIDAE,5.0,1.0,bits in broth,108450
924,34.68,9.75,party animal jammin' salmon recipe grain-free ,Party Animal,Party Animal,4.8,4.0,pate,88811
925,39.99,8.25,blue buffalo wilderness rocky mountain recipe with rabbit adult grain-free ,Blue Buffalo,Blue Buffalo,4.8,5.0,pate,88203
926,16.80,5.25,cesar gourmet filets in sauce prime rib dog food trays,Cesar,Cesar,5.0,4.0,chunks in gravy,86063
927,21.26,9.75,"canidae life stages chicken,duck & lentils formula large breed adult ",CANIDAE,CANIDAE,5.0,5.0,pate,65136
928,30.99,9.899999999999999,precise naturals lamb & rice sensicare formula ,Precise Naturals,Precise Naturals,5.0,9.0,pate,60532
929,19.99,0.825,blue buffalo wilderness trail tubs duck stew grain-free dog food trays,Blue Buffalo,Blue Buffalo,5.0,3.0,stew,114251
930,9.87,4.949999999999999,variety pet foods homestyle stew poultry lovers variety pack ,Variety Pet Foods,Variety Pet Foods,3.8,4.0,stew,101019
931,40.99,9.524999999999999,hill's prescription diet n/d with chicken canine ,Hill's Prescription Diet,Hill's,4.5,10.0,pate,69777
932,28.33,6.0,natural balance delectable delights fetchin' catchin's stew wet dog food,Natural Balance,Natural Balance,4.2,6.0,stew,52475
933,16.77,0.825,pedigree homestyle meals porterhouse steak & vegetable flavor in gravy ,Pedigree,Pedigree,5.0,1.0,chunks in gravy,114390
934,8.38,2.625,cesar canine cuisine grilled chicken flavor dog food trays,Cesar,Cesar,5.0,3.0,chunks in gravy,110537
935,33.92,4.125,natural balance delectable delights surf 'n turf grain-free wet dog food,Natural Balance,Natural Balance,5.0,1.0,stew,95650
936,34.68,9.600000000000001,party animal cocolicious lamb & wild caught salmon recipe grain-free ,Party Animal,Party Animal,4.9,9.0,pate,88835
937,30.00,9.899999999999999,solid gold sundancer 95% chicken recipe grain-free ,Solid Gold,Solid Gold,4.1,16.0,pate,86567
938,59.76,15.0,nature's recipe grain-free chicken & venison stew ,Nature's Recipe,Nature's Recipe,4.8,15.0,stew,68356
939,21.07,4.125,halo holistic turkey & salmon recipe adult ,Halo,Halo,4.7,31.0,stew,47570
940,26.99,9.75,dogswell vitality chicken & sweet potato stew recipe grain-free ,Dogswell,Dogswell,4.5,11.0,stew,47142
941,15.99,0.825,i and love and you beef booyah & moo moo venison stew grain-free combo pack ,I and Love and You,I and Love and You,4.5,2.0,stew,130169
942,39.99,5.25,nutro ultra shiny coat boost salmon pate dog food trays,Nutro Ultra,Nutro,4.7,6.0,pate,84683
943,19.38,0.825,instinct by nature's variety ultimate protein grain-free beef formula ,Instinct,Instinct,4.1,10.0,pate,120816
944,16.80,5.25,"cesar home delights grilled porterhouse steak flavor with potatoes,bacon & cheese dog food trays",Cesar,Cesar,4.2,5.0,pate,109802
945,33.99,4.5,"wellness petite entrees casserole with roasted turkey,duck,carrots & peas grain-free wet dog food",Wellness,Wellness,4.8,11.0,minced,76683
946,31.46,9.75,hound & gatos chicken & chicken liver formula grain-free ,Hound & Gatos,Hound & Gatos,5.0,9.0,pate,115038
947,31.44,9.524999999999999,merrick backcountry grain-free chunky beef dinner in gravy ,Merrick,Merrick,4.8,4.0,chunks in gravy,94143
949,43.65,10.5,weruva peking ducken with chicken & duck in gravy grain-free ,Weruva,Weruva,4.8,14.0,chunks in gravy,85499
950,38.28,9.75,wild calling rainbow river 96% salmon grain-free adult ,Wild Calling,Wild Calling,4.4,21.0,pate,77362
951,25.92,8.25,purina pro plan savor adult classic beef & brown rice entree ,Purina Pro Plan,Purina,4.8,10.0,pate,67533
952,53.54,0.825,royal canin veterinary diet mature consult formula ,Royal Canin Veterinary Diet,Royal Canin,4.5,8.0,pate,65211
953,18.99,8.25,mighty dog with lamb & rice ,Mighty Dog,Mighty Dog,4.9,7.0,minced,100706
954,34.99,0.825,holistic select turkey & duck pate recipe grain-free ,Holistic Select,Holistic Select,4.2,8.0,pate,76651
955,17.94,0.825,instinct by nature's variety grain-free stews turkey & cod recipe wet ,Instinct,Instinct,5.0,3.0,stew,122345
956,37.49,9.375,wellness core 95% grain-free chicken & broccoli ,Wellness,Wellness,5.0,2.0,pate,120811
957,13.99,0.825,blue buffalo divine delights top sirloin flavor pate dog food trays,Blue Buffalo,Blue Buffalo,5.0,3.0,pate,114282
958,28.99,9.899999999999999,victor lamb & rice formula ,Victor,Victor,5.0,7.0,pate,107340
959,28.99,9.899999999999999,victor chicken & rice formula ,Victor,Victor,4.3,6.0,pate,107337
960,31.44,9.524999999999999,merrick backcountry grain-free chunky chicken dinner in gravy ,Merrick,Merrick,5.0,4.0,chunks in gravy,94145
961,17.44,5.0,purina pro plan savory meals braised pork entree with real carrots wet dog food,Purina Pro Plan,Purina,5.0,4.0,chunks in gravy,83077
962,26.97,9.899999999999999,precise holistic complete chicken with vegetables formula in gravy grain-free ,Precise Holistic Complete,Precise Holistic Complete,4.2,22.0,pate,51107
963,26.99,0.825,dave's pet food grain-free roasted pork & sweet potato ,Dave's Pet Food,Dave's Pet Food,4.6,20.0,pate,136572
964,33.99,9.375,wellness core hearty cuts in gravy whitefish & salmon recipe grain-free ,Wellness,Wellness,4.2,8.0,chunks in gravy,95671
965,42.58,10.5,weruva hot dayam! with luscious lamb in gelee grain-free ,Weruva,Weruva,4.6,10.0,aspic / gelee,85490
967,29.99,9.600000000000001,party animal cocolicious 95% organic chicken grain-free ,Party Animal,Party Animal,4.8,8.0,pate,93274
968,35.88,9.75,zignature catfish limited ingredient formula grain-free ,Zignature,Zignature,5.0,4.0,pate,113250
969,18.99,0.825,"blue buffalo homestyle chicken stew with potatoes,carrots & peas dog food trays",Blue Buffalo,Blue Buffalo,5.0,1.0,stew,114302
970,13.99,0.825,blue buffalo divine delights porterhouse flavor pate dog food trays,Blue Buffalo,Blue Buffalo,5.0,2.0,pate,114273
971,9.87,4.949999999999999,variety pet foods homestyle stew meat lovers variety pack ,Variety Pet Foods,Variety Pet Foods,2.5,2.0,stew,101015
972,33.99,4.5,"wellness petite entrees casserole with braised beef,salmon,green beans & red peppers grain-free wet dog food",Wellness,Wellness,4.7,15.0,minced,76685
973,33.99,9.899999999999999,"castor & pollux natural ultramix beef tripe & chicken,apples & green peas entree grain-free adult ",Castor & Pollux,Castor & Pollux,4.6,17.0,stew,65682
974,31.37,0.825,evanger's grain-free pork canned dog & cat food,Evanger's,Evanger's,4.4,25.0,pate,59824
975,17.94,0.825,instinct by nature's variety grain-free stews turkey & duck recipe wet ,Instinct,Instinct,4.0,2.0,stew,122347
976,24.49,9.75,avoderm natural vegetarian formula adult ,AvoDerm,AvoDerm,4.9,12.0,pate,46690
978,24.99,9.899999999999999,eagle pack turkey formula ,Eagle Pack,Eagle Pack,3.7,6.0,pate,47192
979,16.80,5.25,cesar savory delights filet mignon dog food trays,Cesar,Cesar,4.5,11.0,pate,86055
980,30.00,9.899999999999999,solid gold barking at the moon 95% beef recipe grain-free ,Solid Gold,Solid Gold,4.2,15.0,pate,86565
981,34.99,0.825,"holistic select whitefish,salmon & herring pate recipe grain-free ",Holistic Select,Holistic Select,4.3,11.0,pate,76653
982,16.80,0.825,cesar steak lover's variety pack dog food trays,Cesar,Cesar,5.0,3.0,pate,128534
983,19.99,0.825,blue buffalo wilderness trail tubs turkey stew grain-free dog food trays,Blue Buffalo,Blue Buffalo,5.0,1.0,stew,114256
984,10.80,0.825,purina bella filet mignon flavor in savory juices small breed dog food trays,Purina Bella,Purina,5.0,2.0,pate,110775
985,28.99,9.899999999999999,victor grain-free turkey & sweet potato stew ,Victor,Victor,4.0,7.0,chunks in gravy,107347
986,31.47,9.375,avoderm natural grain-free salmon & potato stew recipe adult & puppy ,AvoDerm,AvoDerm,4.4,17.0,stew,65249
987,35.88,0.825,caru daily dish beef stew grain-free wet dog food,Caru,Caru,4.1,7.0,stew,121512
988,54.99,7.5,"wellness trufood tasty pairings with chicken,pumpkin & beef grain-free dog food trays",Wellness,Wellness,4.8,6.0,"minced, shredded",87642
989,17.44,5.0,purina pro plan savory meals grilled salmon entree with real sweet potatoes wet dog food,Purina Pro Plan,Purina,5.0,3.0,grilled,83082
990,30.02,5.25,"nutro ultra adult pate chicken,lamb & salmon entree dog food trays",Nutro Ultra,Nutro,4.5,4.0,pate,52140
991,35.99,9.0,newman's own organics grain-free premium beef & vegetable stew ,Newman's Own Organics,Newman's Own Organics,4.0,16.0,stew,108329
992,30.99,0.825,blue buffalo halloween boo stew ,Blue Buffalo,Blue Buffalo,5.0,1.0,,89209
993,17.21,2.0999999999999996,tiki dog north shore luau wild salmon on brown rice ,Tiki Dog,Tiki Dog,4.8,20.0,shredded,49137
994,38.28,9.75,wild calling mountain lake 96% duck grain-free adult ,Wild Calling,Wild Calling,4.5,15.0,pate,77368
995,19.28,0.825,eukanuba puppy lamb & rice formula ,Eukanuba,Eukanuba,5.0,2.0,minced,121996
996,35.88,0.825,caru daily dish turkey with lamb stew grain-free wet dog food,Caru,Caru,4.9,14.0,stew,121572
997,54.49,9.0,wellness core grain-free 95% beef with carrots recipe ,Wellness,Wellness,4.5,13.0,pate,87687
999,9.87,4.78125,variety pet foods homestyle stew turkey & lamb variety pack ,Variety Pet Foods,Variety Pet Foods,4.0,2.0,stew,100944
1000,17.28,8.25,mighty dog hearty beef dinner ,Mighty Dog,Mighty Dog,4.8,10.0,minced,100667
1002,54.49,9.0,wellness core grain-free 95% chicken with broccoli ,Wellness,Wellness,4.9,9.0,pate,87683
1003,33.99,9.75,nutrisca grain-free chicken & chickpea stew recipe ,Nutrisca,Nutrisca,4.6,16.0,stew,50942
1004,38.28,9.75,wild calling shepherd's choice 96% lamb grain-free adult ,Wild Calling,Wild Calling,4.3,21.0,pate,77360
1005,7.59,0.825,"kibbles 'n bits chef's choice bistro,homestyle & american grill variety pack ",Kibbles 'n Bits,Kibbles 'n Bits,,,chunks in gravy,135022
1006,32.83,9.75,gentle giants canine nutrition 90% salmon grain-free ,Gentle Giants,Gentle Giants,5.0,2.0,pate,106380
1007,33.92,4.125,natural balance delectable delights fish 'n chicks grain-free wet dog food,Natural Balance,Natural Balance,5.0,2.0,stew,95643
1008,16.80,5.25,cesar home delights beef stew dog food trays,Cesar,Cesar,5.0,6.0,chunks in gravy,86035
1009,18.99,0.825,"blue buffalo country chicken dinner with green beans,carrots & wild rice dog food trays",Blue Buffalo,Blue Buffalo,4.0,3.0,stew,114298
1010,18.99,0.825,"blue buffalo braised beef dinner with green beans,carrots & wild rice dog food trays",Blue Buffalo,Blue Buffalo,5.0,1.0,stew,114295
1011,33.99,4.5,"wellness petite entrees shredded medley with roasted chicken,beef,green beans & red peppers grain-free wet dog food",Wellness,Wellness,5.0,8.0,shredded,95689
1012,34.99,0.825,holistic select lamb pate recipe grain-free ,Holistic Select,Holistic Select,4.6,16.0,pate,76647
1013,16.80,5.25,cesar home delights t-bone steak flavor with egg and cheese dog food trays,Cesar,Cesar,5.0,3.0,chunks in gravy,110516
1014,16.80,5.25,cesar home delights chicken & turkey casserole dog food trays,Cesar,Cesar,5.0,5.0,pate,109796
1015,40.32,10.5,weruva amazon liver with chicken & chicken liver in pumpkin soup grain-free ,Weruva,Weruva,4.7,21.0,chunks in gravy,55590
1016,4.93,0.825,pedigree choice cuts variety pack beef & chicken wet dog food,Pedigree,Pedigree,4.0,2.0,chunks in gravy,123261
1017,16.80,5.25,cesar home delights meat lasagna dog food trays,Cesar,Cesar,4.5,13.0,chunks in gravy,86039
1018,30.02,5.25,"nutro ultra puppy pate chicken,lamb & salmon entree dog food trays",Nutro Ultra,Nutro,4.9,10.0,pate,52138
1019,44.14,9.0,evanger's grain-free buffalo canned dog & cat food,Evanger's,Evanger's,4.4,28.0,pate,52615
1020,16.44,9.899999999999999,"precise holistic complete salmon & trout ""wild at heart river line"" grain-free ",Precise Holistic Complete,Precise Holistic Complete,4.6,7.0,chunks in gravy,51105
1021,16.80,5.25,cesar classics pate top sirloin flavor dog food trays,Cesar,Cesar,5.0,4.0,pate,47087
1022,8.89,0.825,kibbles 'n bits chef’s choice american grill & bistro variety pack ,Kibbles 'n Bits,Kibbles 'n Bits,4.0,2.0,chunks in gravy,135018
1023,34.68,9.600000000000001,party animal cocolicious organic chicken & beef recipe grain-free ,Party Animal,Party Animal,4.9,8.0,pate,88825
1024,31.44,9.524999999999999,merrick backcountry grain-free hearty beef stew ,Merrick,Merrick,4.4,14.0,stew,86951
1025,17.44,5.0,purina pro plan savory meals braised turkey entree with barley wet dog food,Purina Pro Plan,Purina,5.0,4.0,chunks in gravy,83080
1026,18.96,5.0,purina pro plan savory meals braised chicken entree with real spinach wet dog food,Purina Pro Plan,Purina,5.0,3.0,chunks in gravy,83070
1027,35.49,9.524999999999999,petguard organic vegan formula ,PetGuard,PetGuard,4.1,22.0,pate,52560
1028,32.99,9.75,canidae grain-free pure foundations puppy formula with chicken ,CANIDAE,CANIDAE,4.8,8.0,pate,79984
1029,11.76,0.825,pedigree chopped ground dinner t-bone steak flavor ,Pedigree,Pedigree,5.0,2.0,minced,114338
1030,25.92,8.25,"purina pro plan savor adult shredded turkey,peas & brown rice entree in gravy ",Purina Pro Plan,Purina,4.5,6.0,chunks in gravy,67635
1031,24.49,9.75,avoderm natural chicken & rice formula ,AvoDerm,AvoDerm,4.7,13.0,pate,46699
1032,24.49,9.75,avoderm natural lamb meal & rice formula ,AvoDerm,AvoDerm,4.9,14.0,pate,46688
1033,15.65,0.825,hill's science diet puppy small & toy breed savory chicken & vegetable stew dog food trays,Hill's Science Diet,Hill's,5.0,2.0,stew,133604
1034,15.36,0.825,"purina beneful chopped blends with lamb,brown rice,carrots,tomatoes & spinach wet dog food,10-oz container,case of 8",Purina Beneful,Purina,,,shredded,130965
1035,8.00,3.5,pedigree choice cuts chicken casserole in gravy wet dog food,Pedigree,Pedigree,,,chunks in gravy,114168
1036,15.99,9.899999999999999,triumph turkey formula ,Triumph,Triumph,4.6,17.0,pate,79634
1037,41.74,9.75,canine caviar 97% goat grain-free  supplement,Canine Caviar,Canine Caviar,4.8,12.0,pate,108518
1038,32.83,9.75,gentle giants canine nutrition 90% turkey & liver grain-free ,Gentle Giants,Gentle Giants,4.8,6.0,pate,106364
1039,33.99,4.5,"wellness petite entrees shredded medley with tender chicken,turkey,carrots & green beans grain-free wet dog food",Wellness,Wellness,4.7,9.0,shredded,95694
1040,17.04,2.0999999999999996,weruva dogs in the kitchen goldie lox with chicken & wild caught salmon au jus grain-free dog food pouches,Weruva,Weruva,4.5,11.0,bits in broth,91010
1041,45.48,10.5,"weruva green eggs & chicken with chicken,egg,& greens in gravy grain-free ",Weruva,Weruva,4.9,12.0,chunks in gravy,85496
1042,45.24,10.5,tiki dog maui luau chicken on brown rice with sweet potato ,Tiki Dog,Tiki Dog,5.0,11.0,shredded,49136
1043,13.99,0.825,blue buffalo divine delights angus beef flavor pate dog food trays,Blue Buffalo,Blue Buffalo,5.0,1.0,pate,114258
1044,19.40,8.25,mighty dog rotisserie chicken flavor ,Mighty Dog,Mighty Dog,4.7,6.0,minced,100692
1045,29.88,9.75,nulo freestyle lamb & lentils recipe grain-free ,Nulo,Nulo,4.9,12.0,pate,76749
1046,25.92,8.25,purina pro plan savor adult shredded beef & lamb entree in gravy ,Purina Pro Plan,Purina,5.0,6.0,chunks in gravy,67607
1047,23.99,9.375,nutro ultra adult chunks in gravy ,Nutro Ultra,Nutro,4.8,48.0,chunks in gravy,48401
1048,20.49,0.825,eukanuba puppy mixed grill chicken & beef dinner in gravy formula ,Eukanuba,Eukanuba,4.3,19.0,chunks in gravy,121990
1049,18.72,2.625,merrick lil' plates grain-free little lamb chop stew dog food trays,Merrick,Merrick,4.6,15.0,stew,98911
1051,13.94,0.825,"purina beneful incredibites with chicken,tomatoes,carrots & wild rice ",Purina Beneful,Purina,5.0,1.0,chunks in gravy,131000
1052,33.02,9.524999999999999,newman's own organics grain-free 95% turkey dinner ,Newman's Own Organics,Newman's Own Organics,4.7,17.0,pate,59980
1053,80.88,0.825,ziwi peak venison recipe ,Ziwi,Ziwi,4.5,22.0,pate,114612
1054,33.99,9.375,wellness core hearty cuts in gravy turkey & duck recipe grain-free ,Wellness,Wellness,4.9,8.0,chunks in gravy,95669
1055,16.80,5.25,cesar savory delights rosemary chicken dog food trays,Cesar,Cesar,4.9,8.0,pate,86051
1056,28.68,9.75,health extension turkey entree with sweet potatoes grain-free ,Health Extension,Health Extension,4.6,13.0,pate,71336
1057,16.99,0.825,blue buffalo wilderness trail trays duck grill formula grain-free dog food trays,Blue Buffalo,Blue Buffalo,5.0,1.0,pate,114239
1058,18.99,8.25,"mighty dog chicken,egg & bacon country platter ",Mighty Dog,Mighty Dog,4.9,14.0,minced,100665
1059,37.49,9.375,wellness core 95% grain-free beef & carrots ,Wellness,Wellness,5.0,1.0,pate,120815
1060,11.99,0.825,pedigree choice cuts in gravy with chicken ,Pedigree,Pedigree,5.0,4.0,chunks in gravy,114261
1062,30.96,8.25,health extension lamb entree ,Health Extension,Health Extension,4.7,18.0,pate,71319
1063,19.99,0.825,dave's pet food naturally healthy chicken & rice recipe ,Dave's Pet Food,Dave's Pet Food,4.8,21.0,pate,66593
1064,27.59,0.825,evanger's grain-free chicken canned dog & cat food,Evanger's,Evanger's,4.1,63.0,pate,47323
1065,30.00,9.899999999999999,"solid gold howling at the stars turkey,ocean white fish & sweet potato recipe ",Solid Gold,Solid Gold,4.9,21.0,pate,86570
1066,19.38,0.825,instinct by nature's variety ultimate protein grain-free chicken formula ,Instinct,Instinct,4.9,7.0,pate,120817
1067,30.24,0.825,instinct by nature's variety grain-free small breed chicken formula ,Instinct,Instinct,4.9,17.0,pate,93345
1068,38.79,9.75,"wysong epigen rabbit formula grain-free canned  dog,cat & ferret food",Wysong,Wysong,4.0,23.0,pate,83375
1069,17.21,2.0999999999999996,tiki dog lahaina luau succulent chicken on brown rice with crab ,Tiki Dog,Tiki Dog,5.0,8.0,shredded,49132
1070,28.08,0.825,instinct by nature's variety grain-free rabbit formula ,Instinct,Instinct,4.6,32.0,pate,120822
1071,32.83,9.75,gentle giants canine nutrition 90% chicken grain-free ,Gentle Giants,Gentle Giants,5.0,2.0,pate,106376
1072,22.99,4.125,halo turkey & duck recipe grain-free small breed ,Halo,Halo,4.3,16.0,pate,77040
1073,15.65,0.825,hill's science diet adult 7+ small & toy breed savory chicken & vegetable stew dog food trays,Hill's Science Diet,Hill's,,,stew,133610
1074,13.10,0.825,"alpo prime cuts with chicken & wholesome veggie accents in gravy ,13.2-oz,case of 12",ALPO,ALPO,4.2,4.0,chunks in gravy,100054
1075,29.52,9.524999999999999,castor & pollux organix grain-free butcher & bushel organic tender chicken dinner in gravy adult ,Castor & Pollux,Castor & Pollux,4.6,9.0,chunks in gravy,65666
1076,33.66,9.899999999999999,halo holistic chicken recipe senior ,Halo,Halo,4.6,5.0,pate,77044
1077,35.88,9.75,zignature salmon limited ingredient formula grain-free ,Zignature,Zignature,4.0,8.0,pate,105706
1078,32.28,9.75,wild calling country best 96% pork grain-free adult ,Wild Calling,Wild Calling,4.7,12.0,pate,77358
1079,22.55,9.600000000000001,evanger's classic recipes beef with chicken grain-free ,Evanger's,Evanger's,4.6,50.0,pate,50773
1080,28.39,9.75,under the sun grain-free lamb formula ,Under the Sun,Under the Sun,4.5,10.0,pate,93376
1081,38.74,10.5,weruva cirque de la mer with tuna & veggies in pumpkin soup grain-free ,Weruva,Weruva,4.9,14.0,chunks in gravy,55584
1082,22.55,9.600000000000001,evanger's classic recipes lamb & rice dinner ,Evanger's,Evanger's,4.6,30.0,pate,47325
1083,31.74,9.375,avoderm natural grain-free beef & potato stew recipe adult & puppy ,AvoDerm,AvoDerm,4.4,18.0,stew,65251
1084,33.99,4.5,"wellness petite entrees casserole with roasted lamb,peas & white sweet potatoes grain-free wet dog food",Wellness,Wellness,4.9,15.0,minced,76687
1085,34.99,0.825,holistic select beef pate recipe grain-free ,Holistic Select,Holistic Select,4.6,16.0,pate,76638
1086,24.99,9.899999999999999,eagle pack beef formula ,Eagle Pack,Eagle Pack,4.5,14.0,pate,47190
1087,29.69,0.825,hill's ideal balance slow-cooked chicken & zucchini stew ,Hill's Ideal Balance,Hill's,4.5,4.0,stew,94022
1088,16.80,5.25,cesar savory delights angus beef dog food trays,Cesar,Cesar,5.0,6.0,pate,86061
1089,33.92,4.125,natural balance delectable delights woof'erole grain-free wet dog food,Natural Balance,Natural Balance,5.0,4.0,stew,95648
1090,16.80,5.25,cesar sunrise breakfast chicken & cheddar cheese souffle dog food trays,Cesar,Cesar,4.6,8.0,pate,47092
1091,17.44,5.0,purina pro plan savory meals braised beef entree with wild rice wet dog food,Purina Pro Plan,Purina,5.0,2.0,chunks in gravy,83073
1092,39.48,9.75,petkind tripett green bison tripe grain-free ,PetKind,PetKind,4.8,37.0,pate,71101
1093,17.21,2.0999999999999996,tiki dog lomi lomi luau wild salmon & chicken on brown rice ,Tiki Dog,Tiki Dog,4.9,20.0,shredded,49134
1094,18.97,4.125,halo holistic lamb recipe adult ,Halo,Halo,4.9,23.0,stew,47564
1095,26.99,0.825,dave's pet food grain-free poached salmon entree ,Dave's Pet Food,Dave's Pet Food,4.9,24.0,pate,136567
1096,19.99,0.825,blue buffalo wilderness trail tubs chicken stew grain-free dog food trays,Blue Buffalo,Blue Buffalo,5.0,2.0,stew,114249
1097,17.04,2.0999999999999996,weruva dogs in the kitchen funk in the trunk with chicken breast & pumpkin au jus grain-free dog food pouches,Weruva,Weruva,4.9,15.0,bits in broth,91008
1098,31.44,9.524999999999999,merrick backcountry grain-free 96% real chicken recipe ,Merrick,Merrick,4.6,8.0,pate,86945
1099,15.99,9.899999999999999,triumph chicken formula ,Triumph,Triumph,4.9,15.0,pate,79620
1100,32.28,9.75,wild calling turkey trot 96% turkey grain-free adult ,Wild Calling,Wild Calling,3.8,12.0,pate,77364
1101,31.44,9.524999999999999,merrick backcountry grain-free chunky lamb dinner in gravy ,Merrick,Merrick,4.5,11.0,chunks in gravy,94147
1102,25.99,9.375,avoderm natural grain-free chicken & vegetable stew recipe adult & puppy ,AvoDerm,AvoDerm,4.3,16.0,stew,89217
1103,23.99,9.375,nutro ultra senior chunks in gravy ,Nutro Ultra,Nutro,4.8,82.0,chunks in gravy,48405
1104,28.99,9.899999999999999,victor grain-free chicken & vegetables entree in gravy ,Victor,Victor,4.8,4.0,chunks in gravy,107342
1105,28.68,0.825,nutro limited ingredient diet grain-free adult fish & potato recipe ,Nutro,Nutro,4.2,12.0,pate,86743
